,media_outlet,article_positive_mean,article_negative_means,title_positive_means,title_negative_means
0,aljazerra_data,0.16210133495145632,0.07965898058252428,0.1444733009708738,0.07714441747572816
1,bbc_data,0.14973672566371685,0.10438938053097346,0.13085840707964605,0.17042477876106196
2,guardian,0.15921830985915492,0.1010432968179447,0.13706468440271258,0.1290505998956703
