"names","values"
"committee",0.572107049265469
"play",0.565013591585739
"general",0.535954691426014
"whistleblower",0.534405232217978
"mohamed",0.534405232217978
"programme",0.501977356325369
"seek",0.501977356325369
"full",0.495252238833928
"organise",0.488202002328762
"temarii",0.488202002328762
"tiny",0.476001548937347
"reportedly",0.476001548937347
"person",0.476001548937347
"diplomatic",0.476001548937347
"die",0.476001548937347
"redact",0.476001548937347
"fox",0.476001548937347
"lopez",0.476001548937347
"single",0.476001548937347
"proper",0.476001548937347
"europe",0.476001548937347
"file",0.476001548937347
"repeatedly",0.476001548937347
"violation",0.476001548937347
"clean",0.476001548937347
"immediately",0.476001548937347
"numerous",0.476001548937347
"issa",0.476001548937347
"pass",0.476001548937347
"blatter's",0.476001548937347
"warner's",0.476001548937347
"official",0.449085712869419
"include",0.435817241283075
"pressure",0.43484456409351
"code",0.43484456409351
"brazil",0.431616678019054
"find",0.417122258986637
"add",0.400025639515661
"african",0.384822006002651
"summary",0.374673989295843
"buy",0.37416228903021
"emerge",0.37416228903021
"finding",0.37416228903021
"adamu",0.37416228903021
"suspend",0.37416228903021
"grondona",0.372132273674652
"contest",0.372132273674652
"cooperation",0.372132273674652
"damian",0.372132273674652
"history",0.372132273674652
"past",0.372132273674652
"job",0.372132273674652
"joint",0.372132273674652
"discuss",0.372132273674652
"organiser",0.372132273674652
"read",0.372132273674652
"large",0.372132273674652
"make",0.359527291817358
"spend",0.358204536532867
"investigatory",0.358204536532867
"australia",0.354403837598511
"stage",0.319445475957764
"arm",0.319445475957764
"suggest",0.319445475957764
"worker",0.319445475957764
"individual",0.318007012159796
"week",0.308345990008092
"give",0.292745401216962
"serve",0.286563223446137
"effort",0.286563223446137
"supreme",0.286563223446137
"light",0.286563223446137
"engage",0.286563223446137
"book",0.286563223446137
"oceania",0.286563223446137
"prepare",0.286563223446137
"transparent",0.286563223446137
"top",0.286563223446137
"final",0.279526487385738
"breach",0.270262111553166
"event",0.270262111553166
"provide",0.242864883344737
"position",0.242864883344737
"fifa's",0.230735010307399
"campaign",0.229800609326048
"prime",0.216238547385728
"system",0.216238547385728
"launch",0.216238547385728
"private",0.216238547385728
"paper",0.216238547385728
"infrastructure",0.216238547385728
"friday",0.216238547385728
"mp",0.216238547385728
"main",0.216238547385728
"potential",0.216238547385728
"recently",0.216238547385728
"travel",0.216238547385728
"present",0.216238547385728
"remove",0.216238547385728
"problem",0.216238547385728
"great",0.216238547385728
"true",0.216238547385728
"anonymity",0.216238547385728
"bid",0.21166300594632
"process",0.210116515139816
"put",0.208133684762288
"secretary",0.208133684762288
"integrity",0.208133684762288
"garcia",0.202532705006888
"pay",0.197519621287938
"million",0.18698936351575
"attempt",0.18698936351575
"promise",0.183990096236812
"clear",0.169696486416797
"control",0.158810794644523
"law",0.158810794644523
"subject",0.158810794644523
"april",0.158810794644523
"scrutiny",0.158810794644523
"compromise",0.158810794644523
"early",0.144963876504335
"speak",0.144963876504335
"insist",0.143582580378279
"receive",0.137586965836817
"continue",0.12169488449581
"zurich",0.12169488449581
"agree",0.12169488449581
"resign",0.12169488449581
"south",0.11995562883385
"confidentiality",0.116808241953549
"construction",0.112437488569412
"fair",0.112437488569412
"leadership",0.112437488569412
"lord",0.112437488569412
"tuesday",0.112437488569412
"audit",0.112437488569412
"sponsor",0.112437488569412
"thawadi",0.112437488569412
"heat",0.112437488569412
"reveal",0.0950969676923705
"culture",0.0950969676923705
"thing",0.0911526447089273
"select",0.0911526447089273
"summer",0.0911526447089273
"conclusion",0.0911526447089273
"release",0.0911526447089273
"question",0.0797833289107075
"amid",0.0756458810137701
"warn",0.0756458810137701
"trinidad",0.0756458810137701
"decline",0.0756458810137701
"platini",0.0756458810137701
"jérôme",0.0756458810137701
"agency",0.0756458810137701
"reputation",0.0756458810137701
"sfo",0.0756458810137701
"panorama",0.0756458810137701
"day",0.072212527753436
"expect",0.072212527753436
"write",0.072212527753436
"change",0.072212527753436
"british",0.0681797408251441
"stadium",0.0681797408251441
"order",0.0681797408251441
"base",0.0681797408251441
"sport",0.0660839410484186
"wrongdoing",0.0627732544744504
"meet",0.0534408747262205
"game",0.0528281325823627
"medium",0.0484741725376807
"association",0.0484741725376807
"jack",0.0481663605460199
"concern",0.0481663605460199
"minister",0.0480932846985525
"june",0.0480932846985525
"offer",0.0480932846985525
"build",0.0480932846985525
"big",0.0480932846985525
"account",0.0480932846985525
"identify",0.0480932846985525
"lose",0.0480932846985525
"spain",0.0480932846985525
"accept",0.0472401707957033
"admit",0.0472401707957033
"plan",0.0472401707957033
"collins",0.0472401707957033
"complaint",0.0472401707957033
"respond",0.0472401707957033
"condition",0.0472401707957033
"430-page",0.0472401707957033
"senior",0.036748413775058
"nation",0.036748413775058
"month",0.0319213796319673
"activity",0.0311215092078783
"russian",0.0311215092078783
"due",0.0311215092078783
"raise",0.0311215092078783
"gift",0.0311215092078783
"sunday",0.0310267419699812
"point",0.0262361238492304
"secret",0.0262361238492304
"english",0.0262361238492304
"view",0.0262361238492304
"current",0.0262361238492304
"manager",0.0262361238492304
"england's",0.0262361238492304
"prosecutor",0.0237940837687347
"bin",0.0219247897985042
"end",0.0175212106260005
"ongoing",0.0175212106260005
"favour",0.0175212106260005
"market",0.0175212106260005
"cost",0.0175212106260005
"migrant",0.0175212106260005
"publish",0.0167463060861337
"role",0.0138002178064198
"hammam",0.0124881247829762
"report",0.0124727132933913
"usa",0.011813920653367
"australian",0.011813920653367
"global",0.011813920653367
"previously",0.011813920653367
"decision",0.011490681063151
"document",0.00960751360253198
"fact",0.0082407247973606
"country",0.008181993252947
"business",0.00758272371604107
"figure",0.00758272371604107
"hand",0.00758272371604107
"state",0.00669936341728317
"stand",0.00329752980906051
"record",0.00328345232264837
"list",0.00328345232264837
"leak",0.00328345232264837
"argentina",0.00328345232264837
"major",0.00328345232264837
"human",0.00328345232264837
"force",0.00328345232264837
"hayatou",0.00328345232264837
"comment",0.00209721637656912
"support",0.00175529872649349
"personal",0.00163602909015026
"email",0.00163602909015026
"influence",0.00163602909015026
"result",0.00163602909015026
"africa",0.00163602909015026
"letter",0.00163602909015026
"show",0.000554996702703647
"interview",0.000554996702703647
"eckert",0.000427409060648642
"international",0.000177611123945098
"lawyer",5.83179644308984e-05
"obtain",5.83179644308984e-05
"michel",5.83179644308984e-05
"visit",5.83179644308984e-05
"life",5.83179644308984e-05
"key",5.83179644308984e-05
"revelation",5.83179644308984e-05
"election",5.83179644308984e-05
"return",5.83179644308984e-05
"blair",NA
"turn",NA
"hbj",NA
"london",NA
"political",NA
"connection",NA
"stay",NA
"power",NA
"foreign",NA
"link",NA
"thani",NA
"sign",NA
"contract",NA
"close",NA
"financial",NA
"bank",NA
"investment",NA
"stake",NA
"service",NA
"agreement",NA
"exchange",NA
"appeal",NA
"player",NA
"allegedly",NA
"finance",NA
"group",NA
"firm",NA
"talk",NA
"hotel",NA
"demand",NA
"break",NA
"fee",NA
"1m",NA
"hour",NA
"describe",NA
"pull",NA
"place",NA
"owner",NA
"run",NA
"interest",NA
"club",NA
"house",NA
"development",NA
"unclear",NA
"argue",NA
"trade",NA
"behalf",NA
"seize",NA
"version",NA
"guardian",NA
"approach",NA
"total",NA
"5m",NA
"start",NA
"produce",NA
"regulation",NA
"proceeding",NA
"regard",NA
"competition",NA
"sanction",NA
"round",NA
"billion",NA
"reason",NA
"good",NA
"avoid",NA
"director",NA
"corrupt",NA
"join",NA
"dollar",NA
"secure",NA
"confidential",NA
"sell",NA
"bring",NA
"improper",NA
"bonita",NA
"mersiades",NA
"january",NA
"hold",NA
"july",NA
"conclude",NA
"draw",NA
"match",NA
"doha",NA
"criticise",NA
"response",NA
"standard",NA
"local",NA
"intend",NA
"outcome",NA
"rival",NA
"protest",NA
"lack",NA
"conduct",NA
"bidder",NA
"kind",NA
"temperature",NA
"middle",NA
"east",NA
"communication",NA
"date",NA
"line",NA
"undermine",NA
"newspaper",NA
"forward",NA
"triesman",NA
"reject",NA
"clarke",NA
"wrong",NA
"uefa",NA
"understand",NA
"asian",NA
"ago",NA
"request",NA
"project",NA
"future",NA
"dismiss",NA
"friendly",NA
"form",NA
"leader",NA
"possibility",NA
"repeat",NA
"open",NA
"answer",NA
"moment",NA
"commit",NA
"share",NA
"ambassador",NA
"hear",NA
"emails",NA
"option",NA
"sum",NA
"operate",NA
"push",NA
"fellow",NA
"recommend",NA
"action",NA
"sponsorship",NA
"fully",NA
"contact",NA
"publication",NA
"criticism",NA
"amos",NA
"reynald",NA
"introduce",NA
"responsibility",NA
"connect",NA
"deputy",NA
"computer",NA
"consultant",NA
"korea",NA
"thursday",NA
"technical",NA
"japan",NA
"challenge",NA
"happen",NA
"olympic",NA
"don",NA
"exist",NA
"professional",NA
"huge",NA
"respect",NA
"tax",NA
"truth",NA
"family",NA
"mayne-nicholls",NA
"candidate",NA
"september",NA
"legal",NA
"important",NA
"jurisdiction",NA
"surprise",NA
"meeting",NA
"domenico",NA
"scala",NA
"compliance",NA
"wednesday",NA
"stop",NA
"victory",NA
"choose",NA
"dispute",NA
"transparency",NA
"clinton",NA
"lobby",NA
"conversation",NA
"procedure",NA
"kentaro",NA
"isl",NA
"ticket",NA
"rathe",NA
"limit",NA
"discussion",NA
"material",NA
"protect",NA
"union",NA
"dinner",NA
"european",NA
"bbc",NA
"fund",NA
"colleague",NA
"feel",NA
"portugal",NA
"sulser",NA
"1.2m",NA
"slush",NA
"unofficial",NA
"design",NA
"mistake",NA
"direct",NA
"treatment",NA
"recommendation",NA
"source",NA
"effectively",NA
"compel",NA
"belgium",NA
"erroneous",NA
"incomplete",NA
"disciplinary",NA
"phaedra",NA
"almajid",NA
"retract",NA
"rumour",NA
"john",NA
"fan",NA
"daily",NA
"ofc",NA
"reporter",NA
"garcia's",NA
